0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.53226346,0.0,0.4737177,0.0,0.0,0.0,0.0,0.6746467,0.0,0.0,0.7478002,0.679692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709382,0.44639522,0.6147154,0.0,0.56448925,0.68199635,0.523113,0.0,0.0,0.5757766,0.7334205,0.0,0.0,0.0,0.80609804,0.44820467,0.35273513,0.0,0.6635575,1.047293,1.2058911,0.57831615,0.0,0.0,0.0042488966,0.0,0.5201663,0.0
0.5392138,0.0,0.38403797,0.0,0.0,0.0,0.0,0.50491005,0.0,0.0,0.51056683,0.595632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74798506,0.3896462,0.58918774,0.0,0.59244907,0.6942689,0.545978,0.0,0.0,0.4876791,0.64403254,0.0,0.0,0.0,0.7600039,0.3926702,0.37169537,0.0,0.63201946,0.99337083,1.1515799,0.5289397,0.0,0.0,0.0,0.0,0.54599553,0.0
0.5749429,0.0,0.50034684,0.0,0.0,0.0,0.0,0.73435044,0.0,0.0,0.6466787,0.89472514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7988968,0.41983795,0.63717353,0.0,0.5598331,0.7373355,0.54072005,0.0,0.0,0.6324338,0.7631624,0.0,0.0,0.0,0.8753536,0.3964294,0.40255386,0.0,0.76074386,1.2087522,1.1766758,0.5605163,0.0,0.0,0.20981675,0.0,0.640224,0.0
0.45126283,0.0,0.46883675,0.0,0.0,0.0,0.0,0.5922949,0.0,0.0,0.8905659,0.35058668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888947,0.0,0.5320922,0.36654845,0.57009864,0.0,0.6978661,0.48696908,0.5288058,0.0,0.0,0.72576296,0.7290764,0.0,0.0,0.0,0.82441306,0.5616444,0.5774307,0.0,0.66381377,1.0380638,1.0007473,0.54477406,0.0,0.0,0.0,0.0,0.53467363,0.0
0.72138625,0.0,0.664655,0.0,0.0,0.0,0.0,0.6442946,0.0,0.0,0.97406095,0.6631055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63501614,0.8306981,0.8362777,0.0,0.9602566,0.83457416,0.858161,0.0,0.0,0.70029026,0.9946305,0.0,0.0,0.0,1.0115426,0.66684234,0.5160213,0.0,0.98083675,1.108868,1.2904449,0.74043244,0.0,0.0,0.0,0.0,0.6682044,0.0
0.4290539,0.0,0.46605843,0.0,0.0,0.0,0.0,0.4868456,0.0,0.0,0.8470327,0.42624277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47271723,0.4181163,0.5576008,0.0,0.7320626,0.5387014,0.5156351,0.0,0.0,0.6209392,0.6929267,0.0,0.0,0.0,0.7829227,0.5158216,0.50657195,0.0,0.648258,0.98205703,0.9425658,0.5026768,0.0,0.0,0.0,0.0,0.4917118,0.0
0.67334455,0.0,0.63353074,0.0,0.0,0.0,0.0,0.72167736,0.0,0.0,0.7471194,0.9096705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056436,0.3917423,0.875371,0.0,0.78531206,0.970081,0.51024073,0.0,0.0,0.62963736,0.9215578,0.0,0.0,0.0,1.0317268,0.4940431,0.40010843,0.0,0.85741717,1.4193522,1.3935263,0.6692056,0.0,0.0,0.30133623,0.0,0.7284987,0.0
0.7092514,0.0,0.74781483,0.0,0.0,0.0,0.0,0.50971365,0.0,0.0,0.6290081,0.9145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561671,0.6719464,1.000799,0.0,0.8050544,0.9942806,0.75774807,0.0,0.0,0.561271,0.9645973,0.0,0.0,0.0,1.082761,0.6336044,0.26519606,0.0,0.9490942,1.1022545,1.3183616,0.71340734,0.0,0.0,0.0,0.0,0.7295383,0.0
0.60825664,0.0,0.55883825,0.0,0.0,0.0,0.0,0.8191333,0.0,0.0,0.7602275,0.6557271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614833,0.386342,0.6738223,0.0,0.5643565,0.5736475,0.566191,0.0,0.0,0.6691688,0.8284189,0.0,0.0,0.0,0.8460657,0.43119478,0.5547616,0.0,0.7982785,1.0177737,1.0737761,0.6780432,0.0,0.0,0.36842254,0.0,0.6677044,0.0
0.8811327,0.0,0.9299276,0.0,0.0,0.0,0.0,0.67093796,0.0,0.0,0.71366566,1.2669055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0340842,0.77434033,1.1449186,0.0,0.98550487,1.0849047,0.8009934,0.0,0.0,0.55278516,1.2319795,0.0,0.0,0.0,1.1359179,0.5903015,0.025079835,0.0,1.0770621,1.3622441,1.3126465,0.7288658,0.0,0.0,0.0,0.0,0.9193419,0.0
0.6041837,0.0,0.62113136,0.0,0.0,0.0,0.0,0.7066853,0.0,0.0,0.60832995,1.2279549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984117,0.5138514,0.78416973,0.0,0.54362166,0.773599,0.63542646,0.0,0.0,0.6901223,0.94089466,0.0,0.0,0.0,1.0421879,0.5303444,0.34127402,0.0,0.8814521,1.2869551,1.0498512,0.57109284,0.0,0.0,0.0,0.0,0.93070793,0.0
0.66356784,0.0,0.5705626,0.0,0.0,0.0,0.0,0.84211427,0.0,0.0,0.7926415,0.7830106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8445737,0.4562692,0.70319575,0.0,0.63533837,0.72642505,0.6096275,0.0,0.0,0.7458364,0.8435011,0.0,0.0,0.0,0.90829355,0.49044332,0.5673412,0.0,0.8795392,1.2548506,1.2346606,0.64447075,0.0,0.0,0.48204282,0.0,0.68656796,0.0
0.44496435,0.0,0.48089448,0.0,0.0,0.0,0.0,0.55027926,0.0,0.0,0.71235424,0.39244553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42062297,0.43363094,0.7054136,0.0,0.53267777,0.56575423,0.5141984,0.0,0.0,0.5651883,0.68627536,0.0,0.0,0.0,0.66477865,0.546352,0.4434474,0.0,0.6721144,0.7537649,0.93222827,0.5270848,0.0,0.0,0.25357893,0.0,0.5288909,0.0
0.6782548,0.0,0.7050498,0.0,0.0,0.0,0.0,0.73260295,0.0,0.0,0.65842617,1.3259901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94053847,0.6053271,0.8811474,0.0,0.6198885,0.8232201,0.72285956,0.0,0.0,0.7097032,1.0372851,0.0,0.0,0.0,1.0904309,0.5662303,0.30823335,0.0,0.962571,1.3338268,1.0657963,0.6254272,0.0,0.0,0.0,0.0,0.9989792,0.0
0.63372296,0.0,0.6185214,0.0,0.0,0.0,0.0,0.76495934,0.0,0.0,0.76267976,0.708753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763051,0.36437985,0.82967025,0.0,0.72740054,0.77544165,0.47955793,0.0,0.0,0.59725386,0.8346488,0.0,0.0,0.0,0.93147516,0.45827016,0.44438523,0.0,0.81843746,1.1185545,1.1576854,0.69395345,0.0,0.0,0.42657378,0.0,0.6352111,0.0
0.7109635,0.0,0.6926359,0.0,0.0,0.0,0.0,0.54915535,0.0,0.0,0.51960725,1.0571872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8685199,0.5658346,1.0099369,0.0,0.7384608,0.9278679,0.711451,0.0,0.0,0.59952825,0.8509165,0.0,0.0,0.0,1.1053611,0.585467,0.3407623,0.0,0.92960185,1.1530212,1.2751466,0.68731034,0.0,0.0,0.0,0.0,0.7880219,0.0
0.71096355,0.0,0.69263595,0.0,0.0,0.0,0.0,0.54915535,0.0,0.0,0.51960725,1.0571871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86851996,0.5658346,1.009937,0.0,0.7384607,0.9278682,0.7114511,0.0,0.0,0.59952825,0.85091656,0.0,0.0,0.0,1.105361,0.585467,0.3407623,0.0,0.92960197,1.1530211,1.2751465,0.68731034,0.0,0.0,0.0,0.0,0.7880219,0.0
0.36349964,0.0,0.508097,0.0,0.0,0.0,0.0,0.47269344,0.0,0.0,0.54383904,0.78064,0.0,0.0,0.0,0.0,0.0,0.0,0.013204838,0.0,0.0,0.0,0.6339235,0.34414256,0.6276938,0.0,0.5162591,0.5821997,0.44149333,0.0,0.0,0.5957046,0.6151643,0.0,0.0,0.0,0.8101281,0.52356756,0.44024444,0.0,0.6854567,1.0179669,0.9656649,0.47311395,0.0,0.0,0.17015037,0.0,0.62102085,0.0
0.6242607,0.0,0.6263633,0.0,0.0,0.0,0.0,0.8015243,0.0,0.0,0.9049472,0.6577458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79417235,0.41195098,0.88404053,0.0,0.80544454,0.8115099,0.54804224,0.0,0.0,0.66739935,0.8884546,0.0,0.0,0.0,0.969854,0.50488305,0.56259954,0.0,0.93641347,1.1678604,1.2161914,0.686421,0.0,0.0,0.6056441,0.0,0.65275335,0.0
0.56091225,0.0,0.64198494,0.0,0.0,0.0,0.0,0.37472636,0.0,0.0,0.5831141,0.8702592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71391404,0.5527492,0.8458852,0.0,0.78179216,0.79396147,0.56546897,0.0,0.0,0.5166475,0.814305,0.0,0.0,0.0,0.9001885,0.65036607,0.3289567,0.0,0.8635983,1.1325955,1.0209061,0.50696236,0.0,0.0,0.0,0.0,0.6456703,0.0
0.7430599,0.0,0.7184473,0.0,0.0,0.0,0.0,0.8443265,0.0,0.0,0.9609435,0.51171637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80157065,0.5543753,0.92774546,0.0,0.7568832,0.7252056,0.71214664,0.0,0.0,0.9160284,0.8592968,0.0,0.0,0.0,0.99127007,0.77310884,0.7716211,0.0,0.98532647,1.186232,1.3613423,0.75102097,0.0,0.0,0.705569,0.0,0.74382067,0.0
0.8885688,0.0,0.81866086,0.0,0.0,0.0,0.0,1.0233644,0.0,0.0,1.0086952,0.77123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0378661,0.49379987,1.0815356,0.0,0.9311946,0.9111807,0.6456052,0.0,0.0,0.877411,1.0614748,0.0,0.0,0.0,1.1634816,0.6737577,0.7482978,0.0,1.1565623,1.4691277,1.4562966,0.8666643,0.0,0.0,0.9032048,0.0,0.825373,0.0
0.79413706,0.0,0.7022982,0.0,0.0,0.0,0.0,0.8208796,0.0,0.0,1.0351548,0.5407505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6961041,0.4631113,1.0105399,0.0,0.81773764,0.7517566,0.6471715,0.0,0.0,0.7628621,0.98182434,0.0,0.0,0.0,1.0039401,0.7086146,0.69595,0.0,0.9135343,1.1735834,1.1204805,0.76872814,0.0,0.0,0.61439514,0.0,0.68556654,0.0
1.1239594,0.0,1.002141,0.0,0.0,0.0,0.0,1.1909788,0.0,0.0,1.1373537,0.9132094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423069,0.5771471,1.3006784,0.0,1.1473553,1.1162275,0.7471013,0.0,0.0,1.1072307,1.3312708,0.0,0.0,0.0,1.4258125,0.83424354,0.9589598,0.0,1.4188852,1.9694175,1.8815453,0.97954947,0.0,0.0,1.1766741,0.0,1.0203619,0.0
0.77388036,0.0,0.76879,0.0,0.0,0.0,0.0,0.4077194,0.0,0.0,0.5733178,1.033883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86432683,0.7666075,1.1435457,0.0,1.0361457,1.044042,0.8129604,0.0,0.0,0.4814005,1.1446515,0.0,0.0,0.0,1.1152315,0.6959214,0.13967389,0.0,1.0946193,1.1699097,1.2376626,0.65760887,0.0,0.0,0.0,0.0,0.87842184,0.0
0.7170891,0.0,0.77308285,0.0,0.0,0.0,0.0,0.45496976,0.0,0.0,0.6628913,1.1702921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73911273,0.7515638,0.9585305,0.0,0.83852965,0.71995056,0.83664674,0.0,0.0,0.47793442,1.0355375,0.0,0.0,0.0,0.9294907,0.68547785,0.20892745,0.0,1.0645077,1.0822814,0.9359359,0.4644884,0.0,0.0,0.0,0.0,0.8238742,0.0
0.74522495,0.0,0.72805077,0.0,0.0,0.0,0.0,0.7061005,0.0,0.0,0.76199186,0.6423439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93812114,0.4882199,1.0646752,0.0,0.8118042,0.86616546,0.59431154,0.0,0.0,0.7818279,0.834982,0.0,0.0,0.0,1.0672265,0.6968857,0.68969274,0.0,0.9898922,1.2678732,1.3579295,0.7510461,0.0,0.0,0.8378669,0.0,0.74246955,0.0
0.54506725,0.0,0.6109715,0.0,0.0,0.0,0.0,0.31873146,0.0,0.0,0.5503852,0.7958012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62831736,0.67299145,0.9738017,0.0,0.92860824,0.79709774,0.7230038,0.0,0.0,0.30367434,0.9996186,0.0,0.0,0.0,0.8565046,0.5609602,0.09162669,0.0,0.982682,0.8862606,0.88286984,0.50860816,0.0,0.0,0.0,0.0,0.75030494,0.0
0.17657365,0.0,0.16335556,0.0,0.0,0.003386259,0.0,0.21305747,0.0,0.0,0.15173379,0.27025494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23716372,0.06647668,0.38844132,0.0,0.099654675,0.14682609,0.16947995,0.0,0.0,0.09015967,0.32858503,0.0,0.0,0.0,0.26456118,0.23276778,0.07979641,0.0,0.31889307,0.2951464,0.41438216,0.1999059,0.0,0.0,0.0,0.0,0.22307068,0.0
0.6359479,0.0,0.8170219,0.0,0.0,0.0,0.0,0.16240005,0.0,0.0,0.09779403,0.9410056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75565165,0.39538515,0.88925666,0.0,0.7302669,0.7327101,0.35070258,0.0,0.0,0.12208949,0.8905633,0.0,0.0,0.0,0.7649311,0.57193375,0.0,0.0,0.7292899,0.830271,0.7897486,0.51054597,0.0,0.0,0.0,0.0,0.74501204,0.0
0.39308178,0.067465425,0.52531993,0.0,0.26482737,0.0,0.0,0.55934346,0.0,0.09676179,0.7541766,0.19258326,0.0,0.0,0.15031219,0.0,0.0,0.032494895,0.15031001,0.0,0.19247736,0.15993659,0.2919057,0.10088629,0.62476504,0.27322307,0.36868423,0.23120204,0.40511298,0.045159906,0.0,0.5577195,0.7459652,0.0,0.025097407,0.0,0.63091344,0.4408489,0.52148694,0.10454529,0.66202015,0.7936415,0.6428663,0.58973783,0.0,0.0,0.20946167,0.041911356,0.5889243,0.03510333
0.3688193,0.0,0.36603597,0.0,0.30894175,0.0,0.0,0.62194276,0.0,0.03563221,0.61222094,0.27900875,0.06452985,0.0,0.28559402,0.13492045,0.13854364,0.049557164,0.45900995,0.0,0.4009989,0.29720876,0.6701244,0.16719058,0.41949964,0.20006,0.462568,0.3024936,0.4123897,0.21732013,0.0,0.70016354,0.6723781,0.0,0.0,0.0,0.6356776,0.3805073,0.50271004,0.26745123,0.5699553,0.913377,0.90897447,0.48532104,0.0,0.05953954,0.33315954,0.0,0.5001846,0.0
0.70239604,0.0,0.805919,0.0,0.0,0.0,0.0,0.32813564,0.0,0.0,0.6560568,0.79328126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65841264,0.81794107,1.2374454,0.0,1.0002145,0.622157,0.9101909,0.0,0.0,0.24622656,1.2836164,0.0,0.0,0.0,0.77346736,0.7733933,0.10538037,0.0,1.2291783,0.8187272,0.5251681,0.5639379,0.0,0.0,0.0,0.0,1.1563737,0.0
0.1480632,0.0,0.31000113,0.0,0.0,0.0,0.0,0.12045769,0.0,0.0,0.37073165,0.2959514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21952112,0.17045526,0.4158305,0.012184748,0.35385206,0.30224046,0.2570094,0.0,0.0,0.21789484,0.40930235,0.0,0.0,0.0,0.42268357,0.31264013,0.19176297,0.0,0.37092158,0.48099053,0.41611636,0.21772909,0.0,0.0,0.0,0.0,0.30349526,0.0
0.090499595,0.0,0.23292421,0.0,0.0,0.0,0.0,0.22367541,0.0,0.0,0.04019262,0.6239662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27255672,0.04084439,0.25348726,0.0,0.20599008,0.20583162,0.008849561,0.0,0.0,0.0,0.37778226,0.0,0.0,0.0,0.30752337,0.12157158,0.0,0.0,0.25254562,0.38825023,0.30699843,0.20828468,0.0,0.0,0.0,0.0,0.36800006,0.0
0.2327018,0.0,0.3871466,0.0,0.28176585,0.0,0.0,0.28851166,0.0,0.0,0.5411359,0.20020276,0.0,0.0,0.10262233,0.024410244,0.0,0.0,0.19239883,0.0,0.17195849,0.19661736,0.5635058,0.053062517,0.55128527,0.08625376,0.5904403,0.36978048,0.3638891,0.0,0.13372476,0.3593164,0.6366104,0.0,0.0,0.0,0.5852428,0.3259397,0.43154785,0.08591667,0.55311036,0.9387283,0.74097717,0.29544228,0.0056442637,0.0,0.3781223,0.0,0.49057862,0.0
0.0,0.0,0.0,0.0,0.0,0.055582684,0.0,0.0,0.0,0.1291565,0.0,0.064445846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075309584,0.20966598,0.0043385103,0.0,0.0,0.0,0.0,0.0,0.09851813,0.0,0.20915546,0.0,0.0,0.088168345,0.0,0.017378837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021647727,0.0
0.0,0.0,0.0,0.0,0.031784136,0.0,0.0,0.0,0.0,0.16319875,0.0,0.046306785,0.0,0.0,0.03616398,0.0,0.0,0.0,0.0,0.0,0.0,0.085938826,0.0,0.0,0.0,0.23820873,0.0,0.0,0.0,0.0,0.0,0.0,0.04702207,0.0,0.21034077,0.0,0.0,0.038309015,0.0,0.07659266,0.0,0.021688044,0.0,0.0,0.0,0.0,0.0,0.0,0.012104788,0.0
0.0,0.0,0.0,0.0,0.0,0.2447327,0.0,0.0,0.0,0.22928438,0.0,0.0,0.0,0.0,0.11506061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192826,0.031013492,0.0,0.0,0.0,0.0,0.0,0.10080156,0.0,0.18876652,0.0,0.0,0.097836316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2434956,0.0,0.0,0.07124275,0.26806784,0.0,0.0,0.0,0.0,0.20211235,0.025055338,0.08399093,0.026194083,0.0,0.030412473,0.0,0.046095684,0.0,0.0,0.0,0.22000402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1972194,0.0,0.0,0.014264442,0.0,0.10267955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057724003
0.0,0.0,0.0,0.0,0.09652169,0.33717543,0.0,0.0,0.0,0.29230323,0.0,0.0,0.0,0.0,0.19424252,0.0804808,0.0,0.0,0.0,0.0048340075,0.0,0.052390438,0.0,0.0,0.0,0.18134493,0.0,0.0,0.0,0.067961305,0.0,0.0,0.0,0.0,0.26526883,0.0,0.0,0.0,0.0,0.20687118,0.0,0.0,0.0,0.0,0.025941454,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.084679075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3799033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16383219,0.0,0.15530601,0.00076866103,0.043769244,0.06060412,0.0,0.0,0.0,0.0,0.1528192,0.0,0.029710632,0.0,0.08531202,0.09284372,0.0,0.0,0.06359456,0.12447371,0.11819949,0.0746721,0.0,0.0,0.0,0.0,0.116834916,0.0
0.0,0.0,0.0,0.0,0.0,0.37815338,0.0,0.0,0.063527636,0.4100984,0.0,0.0,0.0,0.0,0.33056203,0.0,0.07555449,0.03156811,0.0,0.057478312,0.0,0.047237,0.0,0.0,0.0,0.3249845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36542952,0.0,0.0,0.0,0.0,0.13777784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04894556
0.0,0.14482582,0.05606949,0.0,0.06870948,0.0,0.0,0.053270094,0.0,0.08687174,0.02122432,0.1573668,0.014647547,0.0,0.029371917,0.0,0.018212685,0.0,0.0,0.0,0.083011985,0.2684511,0.06867281,0.0,0.07757238,0.19910936,0.027296623,0.06821866,0.0,0.0008165166,0.009118948,0.0,0.13473226,0.0,0.07595761,0.0,0.12812564,0.115461975,0.0061466023,0.03210565,0.024736833,0.3153327,0.17178969,0.018953253,0.0,0.0,0.0,0.0,0.15083432,0.0
0.0,0.0,0.033445496,0.0,0.0,0.0,0.0,0.0,0.0,0.037745073,0.0,0.20475426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03638812,0.0,0.10842355,0.14538713,0.07987673,0.07160796,0.0,0.0,0.0,0.0,0.18666396,0.0,0.09238611,0.0,0.05418572,0.15687752,0.0,0.0,0.025643833,0.09041162,0.08314569,0.0,0.0,0.0,0.0,0.0,0.116418056,0.0
0.0,0.0,0.0,0.0,0.017156528,0.19157085,0.0,0.0,0.1428627,0.31377536,0.0,0.0,0.0,0.0,0.20053586,0.10692102,0.03452062,0.057196677,0.012655399,0.012305815,0.033010453,0.115890115,0.0,0.0,0.0,0.26899955,0.0,0.0,0.0,0.3034466,0.0,0.0,0.046765663,0.0,0.037388492,0.0,0.0,0.0,0.0,0.289698,0.0,0.0,0.0,0.043822847,0.04414963,0.0,0.0,0.0,0.05330492,0.01613577
0.0,0.0,0.0,0.0,0.21423447,0.328148,0.0,0.0,0.042782277,0.3294328,0.0,0.0,0.0,0.0,0.26775467,0.1975966,0.05485081,0.056399137,0.0,0.074560404,0.0,0.14623888,0.0,0.0,0.0,0.22746626,0.0,0.0,0.0,0.19332236,0.0,0.0,0.0,0.0,0.24961539,0.0,0.0,0.0,0.0,0.27757755,0.0,0.0,0.0,0.0,0.08287332,0.0,0.0,0.0,0.0,0.045877755
0.0,0.0,0.0,0.0,0.2405467,0.331752,0.0,0.0,0.06850645,0.351881,0.0,0.0,0.0,0.0,0.29419205,0.22294345,0.07823546,0.088381164,0.0,0.10089569,0.0039242934,0.17352559,0.0,0.0,0.0,0.24478704,0.0,0.0,0.0,0.2205092,0.0,0.0,0.0,0.0,0.26849824,0.0,0.0,0.0,0.0,0.30418006,0.0,0.0,0.0,0.0,0.094290815,0.0007575769,0.0,0.0,0.0,0.06673631
0.0,0.10313267,0.0,0.0,0.088622466,0.39259973,0.0,0.0,0.1782735,0.4638013,0.0,0.0,0.11872946,0.0,0.42070115,0.120152086,0.19814712,0.15542951,0.0,0.1780495,0.056947954,0.18629725,0.0,0.0,0.0,0.37165368,0.0,0.0,0.0,0.13243805,0.0,0.0,0.0,0.0,0.39003617,0.061721668,0.0,0.0,0.0,0.22730878,0.0,0.0,0.0,0.0,0.009359404,0.06135813,0.0,0.0,0.0,0.14999089
0.0,0.09683127,0.0,0.0,0.33471394,0.2910972,0.0,0.0,0.18773535,0.43213195,0.0,0.0,0.036299855,0.0,0.40169126,0.31135187,0.18516758,0.2065536,0.07397453,0.18400072,0.12398593,0.29583332,0.0,0.0,0.0,0.3107374,0.0,0.0,0.0,0.33783853,0.0,0.0,0.0,0.0,0.32508576,0.020661745,0.0,0.0,0.0,0.39929473,0.0,0.0,0.0,0.0,0.124828644,0.090319574,0.0,0.0,0.0,0.1353643
0.21011712,0.0,0.39061978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045218244,0.5447243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497428,0.12925479,0.46056396,0.0,0.4762305,0.5251173,0.19498092,0.0,0.0,0.0,0.5256411,0.0,0.0,0.0,0.44680864,0.32161075,0.0,0.0,0.44758937,0.6124724,0.482163,0.14944622,0.0,0.0,0.0,0.0,0.50760216,0.0
